"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"82","소스류","히로시마현","2016-07-07","2,848","불검출","불검출","적합"
"83","기타천연착향료","오사카부","2016-07-21","60","불검출","불검출","적합"
"84","과.채가공품","오카야마현","2016-05-26","760","불검출","불검출","적합"
"85","과자(쿠키)","훗카이도","2016-07-26","30","불검출","불검출","적합"
"86","기타천연착향료","사이타마현","2016-05-09","100","불검출","불검출","적합"
"87","혼합제제","사이타마현","2016-07-20","200","불검출","불검출","적합"
"88","혼합제제","오카야마현","2016-07-20","45","불검출","불검출","적합"
"89","혼합제제
이염화이소시아뉼","오카야마현","2016-05-26","40","불검출","불검출","적합"
"90","산나트륨(기구등살
균소독제)","도쿠시마현","2016-03-26","5,000","불검출","불검출","적합"
"91","혼합제제","오카야마현","2016-06-30","60","불검출","불검출","적합"
"92","혼합제제","오카야마현","2016-07-07","450","불검출","불검출","적합"
