"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동새치(황새치,F,횟감)","태평양","2018-10-12","3,140","적합","적합","적합"
"2","냉동다랑어(눈다랑어,F,횟감)","태평양","2018-10-12","1,320","적합","적합","적합"
"3","활우렁쉥이","홋카이도","2018-10-12","8,408","적합","적합","적합"
"4","냉동다랑어(남방참다랑어)","태평양","2018-10-12","4,243","적합","적합","적합"
"5","활가리비","홋카이도","2018-10-12","25","적합","적합","적합"
"6","활가리비","홋카이도","2018-10-12","7,459","적합","적합","적합"
"7","냉장홍어","야마구치현","2018-10-12","160","적합","적합","적합"
"8","냉동개아지살(가리비)","홋카이도","2018-10-12","1,800","적합","적합","적합"
"9","냉동새치(황새치,F,횟감)","인도양","2018-10-12","360","적합","적합","적합"
"10","냉장갈치","와카야마현","2018-10-12","656","적합","적합","적합"
"11","활방어","에히메현","2018-10-12","5,805","적합","적합","적합"
"12","활돔(참돔)","에히메현","2018-10-12","3,404","적합","적합","적합"
"13","냉동다랑어(황다랑어,F,횟감)","인도양","2018-10-12","480","적합","적합","적합"
"14","활바리(능성어)","에히메현","2018-10-12","2,784","적합","적합","적합"
"15","냉동다랑어(눈다랑어,목살)","태평양","2018-10-12","2,740","적합","적합","적합"
"16","냉장홍어","홋카이도","2018-10-12","3,764","적합","적합","적합"
"17","활전갱이(흑점줄전갱이)","에히메현","2018-10-12","934","적합","적합","적합"
"합계","","-","-","47,482","-","-","-"
