"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 181건","","","","687,242","","",""
"1","혼합제제","도쿄도","2018-09-21","22","불검출","불검출","적합"
"2","복합조미식품","후쿠오카현","2018-09-28","120","불검출","불검출","적합"
"3","복합조미식품","사이타마현","2018-08-27","450","불검출","불검출","적합"
"4","춘장","이바라키현","2018-08-01","75","불검출","불검출","적합"
"5","복합조미식품","구마모토현","2018-09-29","508","불검출","불검출","적합"
"6","복합조미식품","구마모토현","2018-09-29","486","불검출","불검출","적합"
"7","혼합제제","효고현","2018-09-14","136","불검출","불검출","적합"
"8","복합조미식품","히로시마현","2018-09-18","300","불검출","불검출","적합"
"9","건면","도치기현","2018-08-26","3,000","불검출","불검출","적합"
"10","과자","시가현","2018-09-10","792","불검출","불검출","적합"
"11","캔디류","아이치현","2018-08-23","320","불검출","불검출","적합"
"12","혼합음료","도쿄도","2018-07-21","666","불검출","불검출","적합"
"13","과자","나가노현","2018-09-10","528","불검출","불검출","적합"
"14","양조간장","아이치현","2018-09-05","108","불검출","불검출","적합"
