"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 122건","","","","754,243","","",""
"1","맥주","오이타현","2018-08-29","113,952","불검출","불검출","적합"
"2","혼합제제","효고현","2018-09-13","17","불검출","불검출","적합"
"3","카레(커리)","야마가타현","2018-08-23","33","불검출","불검출","적합"
"4","혼합제제","효고현","2018-09-13","51","불검출","불검출","적합"
"5","혼합제제","효고현","2018-09-06","51","불검출","불검출","적합"
"6","혼합제제","와카야마현","2018-09-10","45","불검출","불검출","적합"
"7","혼합제제","효고현","2018-09-10","17","불검출","불검출","적합"
"8","기타가공품","사이타마현","2018-08-17","800","불검출","불검출","적합"
"9","기타가공품","사이타마현","2018-09-03","50","불검출","불검출","적합"
"10","기타가공품","사이타마현","2018-08-23","100","불검출","불검출","적합"
"11","기타천연착향료","오카야마현","2018-09-25","15","불검출","불검출","적합"
"12","기타 주류","훗카이도","2018-08-16","120","불검출","불검출","적합"
"13","기타가공품","미야기현","2018-09-06","1,000","불검출","불검출","적합"
"14","가공두부","나가노현","2018-08-27","13,734","불검출","불검출","적합"
