"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 135건","","","","407,006","","",""
"1","맥주","니가타현","2018-05-10","450","불검출","불검출","적합"
"2","빵류","나가노현","2018-05-25","3,600","불검출","불검출","적합"
"3","과자","아이치현","2018-05-30","76","불검출","불검출","적합"
"4","과자","아이치현","2018-05-30","76","불검출","불검출","적합"
"5","과자","아이치현","2018-05-31","577","불검출","불검출","적합"
"6","액상차","오사카부","2018-04-26","2,040","불검출","불검출","적합"
"7","혼합제제","오사카부","2018-06-08","100","불검출","불검출","적합"
"8","혼합제제","효고현","2018-06-05","17","불검출","불검출","적합"
"9","혼합제제","효고현","2018-06-05","17","불검출","불검출","적합"
"10","혼합제제","효고현","2018-06-04","153","불검출","불검출","적합"
"11","혼합제제","효고현","2018-06-05","17","불검출","불검출","적합"
"12","혼합제제","효고현","2018-05-31","34","불검출","불검출","적합"
"13","발효식초","가고시마현","2018-05-22","1,426","불검출","불검출","적합"
"14","청국장","교토부","2018-06-02","331","불검출","불검출","적합"
"15","캔디류","시즈오카현","2018-03-02","571","불검출","불검출","적합"
