"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활돔(참돔)","에히메현","2019-07-04","4,871","불검출","불검출","적합"
"2","냉장명태","홋카이도","2019-07-04","2,040","불검출","불검출","적합"
"3","냉장홍어","홋카이도","2019-07-04","3,613","불검출","불검출","적합"
"4","냉장명태","홋카이도","2019-07-04","1,200","불검출","불검출","적합"
"5","냉동개아지살(가리비,포장횟감)","홋카이도","2019-07-04","2,312","불검출","불검출","적합"
"6","활돔(참돔)","에히메현","2019-07-04","4,762","불검출","불검출","적합"
"7","활우렁쉥이","홋카이도","2019-07-04","6,106","불검출","불검출","적합"
"8","냉장명태","홋카이도","2019-07-04","1,224","불검출","불검출","적합"
"9","냉장명태","홋카이도","2019-07-04","1,152","불검출","불검출","적합"
"10","냉장명태","홋카이도","2019-07-04","1,200","불검출","불검출","적합"
"11","활바리(능성어)","미에현","2019-07-04","1,193","불검출","불검출","적합"
"12","활가리비","홋카이도","2019-07-04","7,871","불검출","불검출","적합"
"13","냉동홍어","홋카이도","2019-07-04","23,600","불검출","불검출","적합"
"합계","","-","-","61,144","-","-","-"
