"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 140건","","","","1,326,139","","",""
"1","기타가공품","지바현","2019-05-31","1,128","불검출","불검출","적합"
"2","기타가공품","지바현","2019-06-03","9","불검출","불검출","적합"
"3","고형차","교토부","","211","불검출","불검출","적합"
"4","가공두부","오사카부","2019-06-19","14,000","불검출","불검출","적합"
"5","가공두부","오사카부","2019-06-19","10,000","불검출","불검출","적합"
"6","과자","야마가타현","2019-06-12","1,261","불검출","불검출","적합"
"7","탄산음료","아이치현","2019-06-14","6,919","불검출","불검출","적합"
"8","액상차","효고현","2019-06-07","40,320","불검출","불검출","적합"
"9","기타가공품","시즈오카현","2018-06-04","1,350","불검출","불검출","적합"
"10","식육함유가공품","구마모토현","2019-03-22","5,346","불검출","불검출","적합"
"11","복합조미식품","에히메현","2019-06-19","1,200","불검출","불검출","적합"
"12","소스","에히메현","2019-05-29","324","불검출","불검출","적합"
"13","소스","에히메현","2019-06-18","1,960","불검출","불검출","적합"
"14","혼합장","나가노현","2019-06-18","5,000","불검출","불검출","적합"
"15","혼합장","나가노현","2019-06-13","5,000","불검출","불검출","적합"
