"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 112건","","","","321,509","","",""
"1","혼합장","나가노현","2018-07-31","139","불검출","불검출","적합"
"2","어묵","시마네현","2018-06-27","120","불검출","불검출","적합"
"3","어묵","시마네현","2018-06-25","1,272","불검출","불검출","적합"
"4","과자","나가노현","2018-06-05","150","불검출","불검출","적합"
"5","과자","나가노현","2018-06-21","120","불검출","불검출","적합"
"6","과자","나가노현","2018-06-21","126","불검출","불검출","적합"
"7","혼합제제","히로시마현","2018-07-26","180","불검출","불검출","적합"
"8","황산아연","나가노현","2018-08-01","500","불검출","불검출","적합"
"9","글리세린지방산
에스테르","미에현","2018-07-13","400","불검출","불검출","적합"
"10","음료베이스","도야마현","2018-05-31","14","불검출","불검출","적합"
"11","음료베이스","도야마현","2018-05-31","14","불검출","불검출","적합"
"12","리파아제","아이치현","2018-05-10","7","불검출","불검출","적합"
"13","기타가공품","이바라키현","2018-08-01","9,000","불검출","불검출","적합"
