"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 121건","","","","262,928","","",""
"1","탄산음료","오사카부","2018-07-21","600","불검출","불검출","적합"
"2","건면","효고현","2018-03-01","361","불검출","불검출","적합"
"3","효모식품","오이타현","2018-07-10","6,000","불검출","불검출","적합"
"4","합성향료","가나가와현","2018-07-27","4","불검출","불검출","적합"
"5","데칸올","가나가와현","2018-07-27","15","불검출","불검출","적합"
"6","합성향료","가나가와현","2018-07-27","3","불검출","불검출","적합"
"7","합성향료","가나가와현","2018-07-27","15","불검출","불검출","적합"
"8","프로피온산","가나가와현","2018-07-27","191","불검출","불검출","적합"
"9","합성향료","가나가와현","2018-07-27","31","불검출","불검출","적합"
"10","헥사논산에틸","가나가와현","2018-07-27","61","불검출","불검출","적합"
"11","합성향료","가나가와현","2018-07-27","15","불검출","불검출","적합"
"12","합성향료","가나가와현","2018-07-27","15","불검출","불검출","적합"
"13","소스","시즈오카현","2018-07-25","3,144","불검출","불검출","적합"
