"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 155건","","","","1,234,335","","",""
"1","과자","니가타현","2018-07-27","428","불검출","불검출","적합"
"2","캔디류","아이치현","2018-07-30","2,808","불검출","불검출","적합"
"3","캔디류","아이치현","2018-07-31","2,184","불검출","불검출","적합"
"4","캔디류","아이치현","2018-07-20","173","불검출","불검출","적합"
"5","캔디류","아이치현","2018-07-30","2,808","불검출","불검출","적합"
"6","캔디류","아이치현","2018-08-07","3,840","불검출","불검출","적합"
"7","볶은커피","가나가와현","2018-06-18","189","불검출","불검출","적합"
"8","캔디류","나가사키현","2018-06-28","468","불검출","불검출","적합"
"9","볶은커피","가나가와현","2018-06-25","189","불검출","불검출","적합"
"10","볶은커피","가나가와현","2018-06-25","189","불검출","불검출","적합"
"11","볶은커피","가나가와현","2018-06-21","189","불검출","불검출","적합"
"12","볶은커피","가나가와현","2018-06-30","189","불검출","불검출","적합"
"13","소스","나가노현","2018-05-07","100","불검출","불검출","적합"
