"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","10건","","","106,960","-","-","-"
"1","냉동눈다랑어(F,횟감)","시즈오카현","2015-02-23","220","불검출","불검출","적합"
"2","냉동눈다랑어(F,횟감)","대서양","2015-02-23","420","불검출","불검출","적합"
"3","냉동청상아리(F)","인도양","2015-02-23","3,840","불검출","불검출","적합"
"4","냉동새꼬막살(자숙)","사가현","2015-02-23","5,000","불검출","불검출","적합"
"5","냉동눈다랑어(목살)","인도양","2015-02-23","1,100","불검출","불검출","적합"
"6","활가리비","홋카이도","2015-02-23","7,471","불검출","불검출","적합"
"7","활가리비","홋카이도","2015-02-23","7,475","불검출","불검출","적합"
"8","냉동눈다랑어","인도양","2015-02-23","47,255","불검출","불검출","적합"
"9","활먹장어","나가사키현","2015-02-23","949","불검출","불검출","적합"
"10","냉동갈치","오이타현","2015-02-23","33,230","불검출","불검출","적합"
