"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"17","냉장갈치","에히메현","2015-09-02","448","불검출","불검출","적합"
"18","냉장갈치","오이타현","2015-09-02","1,000","불검출","불검출","적합"
"19","냉장돔 참돔(
)","후쿠오카현","2015-09-02","330","불검출","불검출","적합"
"20","냉장돔 황돔(
)","후쿠오카현","2015-09-02","150","불검출","불검출","적합"
"21","냉장돔 황돔(
)","나가사키현","2015-09-02","243","불검출","불검출","적합"
"22","냉장갈치","오이타현","2015-09-02","728","불검출","불검출","적합"
"23","냉장명태","홋카이도","2015-09-02","744","불검출","불검출","적합"
"24","냉장명태","홋카이도","2015-09-02","756","불검출","불검출","적합"
"25","냉장명태","홋카이도","2015-09-02","3,178","불검출","불검출","적합"
"26","냉장갈치","오이타현","2015-09-02","165","불검출","불검출","적합"
"27","활가리비","홋카이도","2015-09-02","7,185","불검출","불검출","적합"
"28","활가리비","홋카이도","2015-09-02","7,268","불검출","불검출","적합"
