"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건28","-","-","65,890","-","-","-"
"1","활돔 참돔(
)","에히메현","2015-09-02","4,727","불검출","불검출","적합"
"2","활돔 참돔(
)","에히메현","2015-09-02","13,316","불검출","불검출","적합"
"3","활가리비","홋카이도","2015-09-02","7,060","불검출","불검출","적합"
"4","활가리비","홋카이도","2015-09-02","7,110","불검출","불검출","적합"
"5","냉장돔 황돔(
)","야마구치현","2015-09-02","140","불검출","불검출","적합"
"6","냉장갈치","오이타현","2015-09-02","770","불검출","불검출","적합"
"7","냉장돔 황돔(
)","후쿠오카현","2015-09-02","515","불검출","불검출","적합"
"8","냉장돔 황돔(
)","야마구치현","2015-09-02","105","불검출","불검출","적합"
"9","활돔 벵에돔
(
)","사가현","2015-09-02","1,391","불검출","불검출","적합"
"10","냉장돔 참돔(
)","야마구치현","2015-09-02","420","불검출","불검출","적합"
"11","냉장돔 황돔(
)","후쿠오카현","2015-09-02","80","불검출","불검출","적합"
"12","냉장돔 황돔(
)","야마구치현","2015-09-02","225","불검출","불검출","적합"
"13","냉장민어 수조기
(
)","야마구치현","2015-09-02","75","불검출","불검출","적합"
"14","냉장준치","구마모토현","2015-09-02","357","불검출","불검출","적합"
"15","냉장갈치","에히메현","2015-09-02","410","불검출","불검출","적합"
"16","활가리비","홋카이도","2015-09-02","6,994","불검출","불검출","적합"
