"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 84건","","","","984,341","","",""
"1","가공두부","나가노현","2018-01-12","6,720","불검출","불검출","적합"
"2","커피","오사카부","2017-11-04","139","불검출","불검출","적합"
"3","소주","구마모토현","2017-12-05","270","불검출","불검출","적합"
"4","소스","히로시마현","2017-11-27","36","불검출","불검출","적합"
"5","위스키","오사카부","2018-01-13","5,544","불검출","불검출","적합"
"6","소스","에히메현","2018-01-30","2,020","불검출","불검출","적합"
"7","건어포","교토부","2018-01-22","1,008","불검출","불검출","적합"
"8","캔디류(젤리)","군마현","2018-01-09","1,248","불검출","불검출","적합"
"9","캔디류(젤리)","군마현","2018-01-11","1,248","불검출","불검출","적합"
"10","건면","구마모토현","2018-01-24","240","불검출","불검출","적합"
"11","건면","아키타현","2018-01-12","360","불검출","불검출","적합"
"12","캔디류(사탕)","아이치현","2018-01-28","960","불검출","불검출","적합"
"13","과자(스낵과자)","기후현","2018-01-29","1,587","불검출","불검출","적합"
