"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"11","냉동꽁치","대만","2017-12-06","22,631","불검출","불검출","적합"
"12","냉동명태(F)","러시아","2017-12-06","23,250","불검출","불검출","적합"
"13","냉동꽁치","대만","2017-12-06","276,480","불검출","불검출","적합"
"14","냉동가자미(각시가자미)","러시아","2017-12-06","22,050","불검출","불검출","적합"
"15","냉동대구(목살)","러시아","2017-12-06","6,086","불검출","불검출","적합"
"16","냉동꽁치","대만","2017-12-06","45,322","불검출","불검출","적합"
"17","냉동꽁치","대만","2017-12-06","90,165","불검출","불검출","적합"
"18","냉동명태","러시아","2017-12-06","8,780","불검출","불검출","적합"
"19","냉동가자미(첨치가자미,F)","미국","2017-12-06","21,000","불검출","불검출","적합"
"20","냉동대구(머리)","러시아","2017-12-06","2,535","불검출","불검출","적합"
"21","냉동꽁치","대만","2017-12-06","66,200","불검출","불검출","적합"
"22","냉동명태","러시아","2017-12-06","24,000","불검출","불검출","적합"
"23","냉동대구(F)","러시아","2017-12-06","10,000","불검출","불검출","적합"
"24","냉동명태","러시아","2017-12-06","402,007","불검출","불검출","적합"
"합계","","-","-","1,186,880","-","-","-"
