"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 201건","","","","1,477,853","","",""
"1","초콜릿가공품","가나가와현","2018-11-23","1,408","불검출","불검출","적합"
"2","준초콜릿","가나가와현","2018-10-17","720","불검출","불검출","적합"
"3","준초콜릿","가나가와현","2018-11-07","1,664","불검출","불검출","적합"
"4","청주","히로시마현","2018-11-22","43","불검출","불검출","적합"
"5","캔디류","아이치현","2018-10-06","144","불검출","불검출","적합"
"6","캔디류","아이치현","2018-10-02","154","불검출","불검출","적합"
"7","캔디류","아이치현","2018-10-02","144","불검출","불검출","적합"
"8","캔디류","미에현","2018-09-02","127","불검출","불검출","적합"
"9","캔디류","미에현","2018-09-02","127","불검출","불검출","적합"
"10","캔디류","미에현","2018-09-02","127","불검출","불검출","적합"
"11","카복시메틸
셀룰로스나트륨","시마네현","2018-11-09","2,000","불검출","불검출","적합"
"12","빵류","히로시마현","2018-12-12","576","불검출","불검출","적합"
"13","빵류","히로시마현","2018-12-12","418","불검출","불검출","적합"
