"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 120건","","","","269,345","","",""
"1","즉석조리식품","니가타현","2018-10-16","930","불검출","불검출","적합"
"2","조림류","나가노현","2018-09-18","21","불검출","불검출","적합"
"3","캔디류","아이치현","2018-10-12","108","불검출","불검출","적합"
"4","캔디류","아이치현","2018-10-12","108","불검출","불검출","적합"
"5","과자","니가타현","2018-12-01","1,326","불검출","불검출","적합"
"6","액상차","훗카이도","2018-09-02","1,200","불검출","불검출","적합"
"7","떡류","도치기현","2018-10-02","2,000","불검출","불검출","적합"
"8","탄산음료","오사카부","2018-09-23","1,800","불검출","불검출","적합"
"9","즉석조리식품","나가노현","2018-10-04","22","불검출","불검출","적합"
"10","즉석조리식품","나가노현","2018-09-04","13","불검출","불검출","적합"
"11","유탕면","기후현","2018-10-10","58","불검출","불검출","적합"
"12","유탕면","기후현","2018-10-10","60","불검출","불검출","적합"
"13","소스","미에현","2018-08-21","95","불검출","불검출","적합"
"14","즉석조리식품","나가노현","2018-09-04","25","불검출","불검출","적합"
