"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"21","활가리비","홋카이도","2019-08-13","6,972","불검출","불검출","적합"
"22","활가리비","홋카이도","2019-08-13","10,960","불검출","불검출","적합"
"23","냉장명태","홋카이도","2019-08-13","418","불검출","불검출","적합"
"24","활가리비","홋카이도","2019-08-13","6,971","불검출","불검출","적합"
"25","활가리비","홋카이도","2019-08-13","6,978","불검출","불검출","적합"
"26","냉장명태","홋카이도","2019-08-13","528","불검출","불검출","적합"
"27","활방어(잿방어)","에히메현","2019-08-13","1,912","불검출","불검출","적합"
"28","활전갱이(흑점줄전갱이)","에히메현","2019-08-13","1,414","불검출","불검출","적합"
"29","활돔(참돔)","에히메현","2019-08-13","6,640","불검출","불검출","적합"
"30","활우렁쉥이","홋카이도","2019-08-13","7,852","불검출","불검출","적합"
"31","활장어(먹장어)","야마구치현","2019-08-13","1,129","불검출","불검출","적합"
"32","활우렁쉥이","홋카이도","2019-08-13","8,500","불검출","불검출","적합"
"33","냉장명태","홋카이도","2019-08-13","220","불검출","불검출","적합"
"34","활우렁쉥이","홋카이도","2019-08-13","8,622","불검출","불검출","적합"
"합계","","-","-","155,717","-","-","-"
