"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:100Bq/kg)","판정"
"16","과자","아이치현","2019-07-17","63","불검출","불검출","적합"
"17","향신료조제품","나가노현","2019-07-11","215","불검출","불검출","적합"
"18","기타 수산물가공품","시즈오카현","2019-07-02","2,000","불검출","불검출","적합"
"19","인스턴트커피","오사카부","2019-07-03","180","불검출","불검출","적합"
"20","건면","효고현","2019-07-20","1,440","불검출","불검출","적합"
"21","복합조미식품","효고현","2019-07-09","800","불검출","불검출","적합"
"22","기타 수산물가공품","훗카이도","2019-07-29","450","불검출","불검출","적합"
"23","빵류","나가노현","2019-07-08","240","불검출","불검출","적합"
"24","혼합제제","효고현","2019-07-18","34","불검출","불검출","적합"
"25","혼합제제","효고현","2019-07-22","17","불검출","불검출","적합"
"26","혼합제제","효고현","2019-07-19","17","불검출","불검출","적합"
"27","혼합제제","효고현","2019-07-19","17","불검출","불검출","적합"
"28","맥주","후쿠오카현","2019-06-28","99,120","불검출","불검출","적합"
"29","맥주","후쿠오카현","2019-06-25","17,448","불검출","불검출","적합"
"30","맥주","후쿠오카현","2019-07-01","17,448","불검출","불검출","적합"
"31","오징어먹물색소","시마네현","2019-06-19","200","불검출","불검출","적합"
"32","혼합장","아이치현","2019-07-23","9,000","불검출","불검출","적합"
"33","혼합장","아이치현","2019-07-24","10,000","불검출","불검출","적합"
"34","카레(커리)","아이치현","2019-07-19","700","불검출","불검출","적합"
"35","카레(커리)분","시가현","2018-12-25","200","불검출","불검출","적합"
"36","혼합제제","사이타마현","2019-07-22","702","불검출","불검출","적합"
"37","혼합제제","사이타마현","2019-07-16","160","불검출","불검출","적합"
"38","혼합제제","사이타마현","2019-07-19","270","불검출","불검출","적합"
"39","혼합제제","사이타마현","2019-07-19","20","불검출","불검출","적합"
"40","청주","훗카이도","2019-05-11","432","불검출","불검출","적합"
"41","기타가공품","오사카부","2019-07-24","990","불검출","불검출","적합"
"42","카레","나가노현","2019-05-07","3,000","불검출","불검출","적합"
"43","카레","니가타현","2019-06-17","1,400","불검출","불검출","적합"
"44","카레(커리)","니가타현","2019-06-18","1,600","불검출","불검출","적합"
"45","카레(커리)","나가노현","2019-06-06","5,000","불검출","불검출","적합"
"46","카레(커리)","나가노현","2019-06-07","3,800","불검출","불검출","적합"
"47","소스","도치기현","2019-06-12","79","불검출","불검출","적합"
"48","카레(커리)","시즈오카현","2019-04-16","240","불검출","불검출","적합"
"49","복합조미식품","니가타현","2019-06-21","16,000","불검출","불검출","적합"
"50","과자","사이타마현","2019-07-07","180","불검출","불검출","적합"
