"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 89건","","","","402,242","","",""
"1","맥주","후쿠오카현","2019-07-01","17,448","불검출","불검출","적합"
"2","소스","나가사키현","2019-07-12","1,290","불검출","불검출","적합"
"3","액상커피","시가현","2019-07-03","10,800","불검출","불검출","적합"
"4","고형차","교토부","2020-03-15","679","불검출","불검출","적합"
"5","혼합제제","효고현","2019-07-23","170","불검출","불검출","적합"
"6","혼합제제","미에현","2019-05-15","1,490","불검출","불검출","적합"
"7","소스","에히메현","2019-07-26","1,040","불검출","불검출","적합"
"8","기타천연착향료","오카야마현","2019-06-28","306","불검출","불검출","적합"
"9","혼합제제","오카야마현","2019-07-16","24","불검출","불검출","적합"
"10","기타가공품","와카야마현","2019-07-03","3,000","불검출","불검출","적합"
"11","기타가공품","와카야마현","2019-07-06","1,000","불검출","불검출","적합"
"12","기타가공품","아이치현","2019-01-25","2","불검출","불검출","적합"
"13","혼합제제","시즈오카현","2019-07-01","4,420","불검출","불검출","적합"
"14","기타천연착향료","오카야마현","2019-06-28","180","불검출","불검출","적합"
"15","혼합제제","오카야마현","2019-07-23","15","불검출","불검출","적합"
