"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 121건","","","","1,001,645","","",""
"1","볶은커피","효고현","2019-07-08","24,144","불검출","불검출","적합"
"2","볶은커피","효고현","2019-07-09","272","불검출","불검출","적합"
"3","볶은커피","시즈오카현","2019-06-11","540","불검출","불검출","적합"
"4","볶은커피","시즈오카현","2019-07-09","12,234","불검출","불검출","적합"
"5","볶은커피","시즈오카현","2019-07-10","19,614","불검출","불검출","적합"
"6","혼합제제","이바라키현","2019-07-02","300","불검출","불검출","적합"
"7","과·채가공품","오카야마현","2019-06-07","9,600","불검출","불검출","적합"
"8","과·채가공품","오카야마현","2019-07-11","360","불검출","불검출","적합"
"9","건면","가가와현","2019-07-12","13,356","불검출","불검출","적합"
"10","복합조미식품","도치기현","2019-07-10","2,000","불검출","불검출","적합"
"11","과자","훗카이도","2019-03-27","50","불검출","불검출","적합"
"12","과자","가나가와현","2019-06-28","740","불검출","불검출","적합"
"13","과자","시즈오카현","2019-04-05","148","불검출","불검출","적합"
"14","초콜릿가공품","나가사키현","2019-07-19","148","불검출","불검출","적합"
"15","과자","아이치현","2019-07-09","64","불검출","불검출","적합"
