"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 95건","","","","701,244","","",""
"1","과자","이시카와현","2019-03-14","24","불검출","불검출","적합"
"2","과자","이시카와현","2019-03-22","135","불검출","불검출","적합"
"3","과자","이시카와현","2019-03-11","135","불검출","불검출","적합"
"4","과자","이시카와현","2019-03-19","135","불검출","불검출","적합"
"5","과자","이시카와현","2019-03-08","123","불검출","불검출","적합"
"6","소스","후쿠오카현","2019-04-12","3,375","불검출","불검출","적합"
"7","소스","후쿠오카현","2019-04-15","1,000","불검출","불검출","적합"
"8","혼합제제","미에현","2019-04-12","378","불검출","불검출","적합"
"9","소스","후쿠오카현","2019-04-17","300","불검출","불검출","적합"
"10","복합조미식품","후쿠오카현","2019-04-15","300","불검출","불검출","적합"
"11","소스","후쿠오카현","2019-04-11","1,000","불검출","불검출","적합"
"12","소스","후쿠오카현","2019-04-16","1,000","불검출","불검출","적합"
"13","고형차","교토부","","358","불검출","불검출","적합"
"14","전분가공품","시즈오카현","2019-04-08","84","불검출","불검출","적합"
"15","액상차","시즈오카현","2019-02-27","600","불검출","불검출","적합"
