"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 123건","","","","352,028","","",""
"1","절임식품","야마가타현","2018-12-15","4,125","불검출","불검출","적합"
"2","혼합음료","시즈오카현","2018-11-10","16,160","불검출","불검출","적합"
"3","캔디류","후쿠시마현","2018-11-29","529","불검출","불검출","적합"
"4","곡류가공품","히로시마현","2018-12-18","1,200","불검출","불검출","적합"
"5","복합조미식품","가고시마현","2018-12-21","90","불검출","불검출","적합"
"6","맥주","후쿠오카현","2018-12-28","16,783","불검출","불검출","적합"
"7","맥주","후쿠오카현","2018-12-29","52,344","불검출","불검출","적합"
"8","합성향료","시가현","2018-12-27","50","불검출","불검출","적합"
"9","과자","도치기현","2018-12-14","72","불검출","불검출","적합"
"10","빵류","아이치현","2018-12-19","25","불검출","불검출","적합"
"11","빵류","아이치현","2018-12-19","81","불검출","불검출","적합"
"12","빵류","아이치현","2018-12-19","151","불검출","불검출","적합"
"13","초콜릿가공품","훗카이도","2018-12-26","171","불검출","불검출","적합"
"14","청주","오카야마현","2018-12-21","86","불검출","불검출","적합"
