"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 117건","","","","288,241","","",""
"1","소스","교토부","2018-12-26","1,092","불검출","불검출","적합"
"2","캔디류","도치기현","2018-12-21","4,045","불검출","불검출","적합"
"3","초콜릿가공품","이바라키현","2019-01-04","1,116","불검출","불검출","적합"
"4","소스","야마구치현","2018-11-30","600","불검출","불검출","적합"
"5","복합조미식품","히로시마현","2018-12-18","22","불검출","불검출","적합"
"6","복합조미식품","히로시마현","2018-12-21","27","불검출","불검출","적합"
"7","소스","에히메현","2018-12-24","185","불검출","불검출","적합"
"8","탄산음료","오사카부","2018-11-29","7,200","불검출","불검출","적합"
"9","복합조미식품","히로시마현","2018-12-18","22","불검출","불검출","적합"
"10","양조간장","후쿠오카현","2019-01-08","12,909","불검출","불검출","적합"
"11","소스","후쿠오카현","2018-12-05","544","불검출","불검출","적합"
"12","빵류","히로시마현","2019-01-08","720","불검출","불검출","적합"
"13","빵류","히로시마현","2019-01-08","1,664","불검출","불검출","적합"
"14","빵류","히로시마현","2019-01-08","490","불검출","불검출","적합"
