"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 115건","","","","369,459","","",""
"1","소스","지바현","2018-04-04","562","불검출","불검출","적합"
"2","맥주","후쿠오카현","2018-05-03","158,026","불검출","불검출","적합"
"3","맥주","후쿠오카현","2018-03-26","34,896","불검출","불검출","적합"
"4","건어포","군마현","2018-04-09","1,116","불검출","불검출","적합"
"5","건어포","에히메현","2018-03-08","600","불검출","불검출","적합"
"6","건어포","에히메현","2018-05-11","684","불검출","불검출","적합"
"7","유탕면","후쿠오카현","2018-04-19","185","불검출","불검출","적합"
"8","캔디류","나가노현","2018-04-30","1,175","불검출","불검출","적합"
"9","유탕면","후쿠오카현","2018-04-16","194","불검출","불검출","적합"
"10","고형차","미에현","2018-05-09","54","불검출","불검출","적합"
"11","볶은커피","오사카부","","281","불검출","불검출","적합"
"12","고형차","교토부","","1,276","불검출","불검출","적합"
"13","볶은커피","오사카부","","270","불검출","불검출","적합"
"14","볶은커피","오사카부","","259","불검출","불검출","적합"
"15","복합조미식품","니가타현","2018-04-12","672","불검출","불검출","적합"
