"","","제조·생산지","제조일자","중량(kg)","검사결과","",""
"순 번","품목명","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","145건","","423,755","","",""
"1","스피루리나 제품","기후현","2014-05-05","465.06","불검출","불검출","적합"
"2","혼합제제","효고현","2014-09-03","10","불검출","불검출","적합"
"3","청국장","교토부","2014-11-03","331.2","불검출","불검출","적합"
"4","탄산칼슘","오카야마현","2014-11-11","16,500","불검출","불검출","적합"
"5","혼합제제","미에현","2014-09-22","1,500","불검출","불검출","적합"
"6","자당지방산에스
테르","미에현","2014-10-15","1,500","불검출","불검출","적합"
"7","혼합제제","미에현","2014-08-27","320","불검출","불검출","적합"
"8","카레","나라현","2014-10-30","600","불검출","불검출","적합"
"9","카레","아이치현","2014-09-11","1,440","불검출","불검출","적합"
"10","자당지방산에스
테르","미에현","2014-09-09","3,600","불검출","불검출","적합"
"11","자당지방산에스
테르","미에현","2014-10-17","3,600","불검출","불검출","적합"
"12","자당지방산에스
테르","오사카부","2014-05-29","600","불검출","불검출","적합"
"13","자당지방산에스
테르","미에현","2014-09-11","720","불검출","불검출","적합"
"14","맥주","나가노현","2014-10-28","311","불검출","불검출","적합"
