"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 170건","","","","183,962","","",""
"1","위스키","히로시마현","2018-05-22","36","불검출","불검출","적합"
"2","전분가공품","오사카부","2018-06-15","400","불검출","불검출","적합"
"3","양조간장","아이치현","2018-06-06","3,456","불검출","불검출","적합"
"4","빵류","히로시마현","2018-06-22","29","불검출","불검출","적합"
"5","과자","아이치현","2018-06-15","176","불검출","불검출","적합"
"6","기타 농산가공품","미에현","2018-05-30","108","불검출","불검출","적합"
"7","곡류가공품","오사카부","2018-06-05","600","불검출","불검출","적합"
"8","생면","사이타마현","2018-06-19","1,200","불검출","불검출","적합"
"9","기타 수산물가공품","히로시마현","2018-06-22","49","불검출","불검출","적합"
"10","카레(커리)","나가노현","2018-05-18","2,400","불검출","불검출","적합"
"11","카레(커리)","나가노현","2018-03-16","1,300","불검출","불검출","적합"
"12","카레(커리)","니가타현","2018-05-10","300","불검출","불검출","적합"
"13","건면","아키타현","","570","불검출","불검출","적합"
"14","건면","사가현","2018-05-30","278","불검출","불검출","적합"
"15","건면","사가현","2018-06-01","278","불검출","불검출","적합"
