"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 94건","","","","542,002","","",""
"1","규조토","아키타현","2019-01-11","4,000","불검출","불검출","적합"
"2","청주","이바라키현","2019-03-01","1,382","불검출","불검출","적합"
"3","청주","이바라키현","2019-03-01","1,555","불검출","불검출","적합"
"4","청주","이바라키현","2019-03-01","1,555","불검출","불검출","적합"
"5","과자","효고현","2019-04-19","3,600","불검출","불검출","적합"
"6","과자","효고현","2019-04-19","700","불검출","불검출","적합"
"7","기타천연착향료","오사카부","2019-04-25","75","불검출","불검출","적합"
"8","기타천연착향료","오사카부","2019-04-25","15","불검출","불검출","적합"
"9","조미건어포","오사카부","2019-04-18","75","불검출","불검출","적합"
"10","조미건어포","사가현","2019-04-26","26","불검출","불검출","적합"
"11","향신료조제품","사이타마현","2019-03-22","430","불검출","불검출","적합"
"12","카레(커리)","니가타현","2019-03-11","600","불검출","불검출","적합"
"13","카레(커리)","니가타현","2019-03-11","600","불검출","불검출","적합"
"14","카레(커리)","니가타현","2019-04-15","360","불검출","불검출","적합"
"15","절임식품","나가사키현","2019-04-16","100","불검출","불검출","적합"
