"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 64건","","","","631,315","","",""
"1","캔디류","가나가와현","2019-01-02","292","불검출","불검출","적합"
"2","탄산음료","사가현","2019-03-06","360","불검출","불검출","적합"
"3","합성향료","오사카부","2019-04-23","300","불검출","불검출","적합"
"4","기타천연착향료","오사카부","2019-04-23","15","불검출","불검출","적합"
"5","향신료조제품","도쿄도","2019-04-23","3,960","불검출","불검출","적합"
"6","혼합제제","사이타마현","2019-04-15","200","불검출","불검출","적합"
"7","혼합제제","효고현","2019-04-22","5,000","불검출","불검출","적합"
"8","혼합제제","효고현","2019-04-19","5,000","불검출","불검출","적합"
"9","빵류","사가현","2019-03-28","2,832","불검출","불검출","적합"
"10","빵류","사가현","2019-03-28","835","불검출","불검출","적합"
"11","곡류가공품","효고현","2019-04-15","1,200","불검출","불검출","적합"
"12","볶은커피","시즈오카현","2019-02-11","648","불검출","불검출","적합"
"13","액상차","와카야마현","2019-02-20","3,600","불검출","불검출","적합"
"14","과자","나가노현","2019-03-30","360","불검출","불검출","적합"
"15","과자","나가노현","2019-03-30","202","불검출","불검출","적합"
