"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 98건","","","","644,044","","",""
"1","과자","니가타현","2019-02-06","94","불검출","불검출","적합"
"2","과자","니가타현","2019-02-06","53","불검출","불검출","적합"
"3","소스","도쿄도","2019-01-22","33","불검출","불검출","적합"
"4","과자","니가타현","2019-02-12","61","불검출","불검출","적합"
"5","소스","지바현","2019-01-17","363","불검출","불검출","적합"
"6","소스","지바현","2019-02-17","8,227","불검출","불검출","적합"
"7","소스","지바현","2019-01-30","929","불검출","불검출","적합"
"8","혼합장","시즈오카현","2019-02-13","600","불검출","불검출","적합"
"9","종국","오사카부","2019-03-07","31","불검출","불검출","적합"
"10","소스","지바현","2019-02-26","3,300","불검출","불검출","적합"
"11","합성향료","오사카부","2019-03-07","60","불검출","불검출","적합"
"12","소스","히로시마현","2019-02-14","690","불검출","불검출","적합"
"13","소스","후쿠오카현","2019-03-06","1,614","불검출","불검출","적합"
"14","캔디류","후쿠오카현","2019-03-04","575","불검출","불검출","적합"
