"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 65건","","","","735,768","","",""
"1","캔디류(사탕)","아이치현","2017-07-24","806","불검출","불검출","적합"
"2","청주","야마가타현","2017-06-06","216","불검출","불검출","적합"
"3","청주","야마가타현","2017-04-05","173","불검출","불검출","적합"
"4","청주","교토부","2017-07-04","6,804","불검출","불검출","적합"
"5","청주","교토부","2017-07-21","4,355","불검출","불검출","적합"
"6","향신료조제품
(고추냉이가공품)","사이타마현","2017-07-06","1,600","불검출","불검출","적합"
"7","과자(크래커)","아이치현","2017-07-21","192","불검출","불검출","적합"
"8","소스류","도야마현","2017-07-20","126","불검출","불검출","적합"
"9","캔디류(사탕)","후쿠시마현","2017-07-03","123","불검출","불검출","적합"
"10","캔디류(사탕)","후쿠시마현","2017-07-18","192","불검출","불검출","적합"
"11","과자(스낵과자)","아이치현","2017-07-24","211","불검출","불검출","적합"
"12","캔디류","아이치현","2017-06-09","92","불검출","불검출","적합"
