"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 91건","","","","142,855","","",""
"1","혼합제제","도쿄도","2018-07-17","20","불검출","불검출","적합"
"2","소스","에히메현","2018-04-04","240","불검출","불검출","적합"
"3","향신료조제품","사이타마현","2018-04-19","129","불검출","불검출","적합"
"4","양념젓갈","가나가와현","2018-07-11","1,440","불검출","불검출","적합"
"5","청주","야마가타현","2018-06-01","86","불검출","불검출","적합"
"6","청주","야마가타현","2018-06-06","108","불검출","불검출","적합"
"7","커피/건조","브라질","2016-12-02","10,620","불검출","불검출","적합"
"8","커피/건조","브라질","2016-11-24","4,380","불검출","불검출","적합"
"9","커피/건조","브라질","2016-11-30","25,500","불검출","불검출","적합"
"10","고추냉이/신선,냉장","후쿠오카현","2018-07-31","40","불검출","불검출","적합"
"11","과자","아이치현","2018-07-20","533","불검출","불검출","적합"
"12","캔디류","나라현","2018-07-09","76","불검출","불검출","적합"
"13","캔디류","나라현","2018-07-04","134","불검출","불검출","적합"
"14","캔디류","나라현","2018-07-13","76","불검출","불검출","적합"
"15","캔디류","아이치현","2018-07-20","1,536","불검출","불검출","적합"
