"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건68","-","-","328,843","-","-","-"
"1","활방어","구마모토현","2015-12-22","17,601","불검출","불검출","적합"
"2","활방어","에히메현","2015-12-22","5,952","불검출","불검출","적합"
"3","활방어","에히메현","2015-12-22","10,561","불검출","불검출","적합"
"4","활방어","에히메현","2015-12-22","6,821","불검출","불검출","적합"
"5","활돔 참돔(
)","나가사키현","2015-12-22","3,768","불검출","불검출","적합"
"6","활방어","나가사키현","2015-12-22","5,565","불검출","불검출","적합"
"7","활돔 참돔(
)","에히메현","2015-12-22","3,813","불검출","불검출","적합"
"8","활방어","에히메현","2015-12-22","4,303","불검출","불검출","적합"
"9","활장어 붕장어
(
)","나가사키현","2015-12-22","576","불검출","불검출","적합"
"10","활돔 참돔(
)","에히메현","2015-12-22","4,803","불검출","불검출","적합"
"11","활방어","에히메현","2015-12-22","9,706","불검출","불검출","적합"
"12","활방어","에히메현","2015-12-22","6,565","불검출","불검출","적합"
"13","활돔 참돔(
)","에히메현","2015-12-22","7,546","불검출","불검출","적합"
"14","활가리비","홋카이도","2015-12-22","7,500","불검출","불검출","적합"
"15","활가리비","홋카이도","2015-12-22","7,300","불검출","불검출","적합"
