"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건35","-","-","148,223","-","-","-"
"1","활방어","고치현","2015-12-24","18,697","불검출","불검출","적합"
"2","활돔 참돔(
)","구마모토현","2015-12-24","4,834","불검출","불검출","적합"
"3","활방어","구마모토현","2015-12-24","4,832","불검출","불검출","적합"
"4","활돔 참돔(
)","구마모토현","2015-12-24","13,448","불검출","불검출","적합"
"5","활방어","오이타현","2015-12-24","7,985","불검출","불검출","적합"
"6","활방어","에히메현","2015-12-24","2,435","불검출","불검출","적합"
"7","활돔 돌돔(
)","에히메현","2015-12-24","1,200","불검출","불검출","적합"
"8","활방어","에히메현","2015-12-24","3,448","불검출","불검출","적합"
"9","활가리비","홋카이도","2015-12-24","7,711","불검출","불검출","적합"
"10","냉동다랑어 눈다(
랑어 횟감
,F,
)","태평양","2015-12-24","100","불검출","불검출","적합"
"11","냉장돔 참돔(
)","후쿠오카현","2015-12-24","240","불검출","불검출","적합"
"12","활우렁쉥이","홋카이도","2015-12-24","5,310","불검출","불검출","적합"
"13","활우렁쉥이","홋카이도","2015-12-24","4,370","불검출","불검출","적합"
"14","활돔 벵에돔
(
)","오이타현","2015-12-24","1,568","불검출","불검출","적합"
