"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"57","활우렁쉥이","홋카이도","2015-12-22","9,420","불검출","불검출","적합"
"58","활돔 참돔(
)","와카야마현","2015-12-22","842","불검출","불검출","적합"
"59","활돔 돌돔(
)","도쿠시마현","2015-12-22","346","불검출","불검출","적합"
"60","냉장홍어","홋카이도","2015-12-22","2,423","불검출","불검출","적합"
"61","활돔 강담돔
(
)","에히메현","2015-12-22","59","불검출","불검출","적합"
"62","활방어","에히메현","2015-12-22","1,258","불검출","불검출","적합"
"63","활돔 참돔(
)","구마모토현","2015-12-22","1,598","불검출","불검출","적합"
"64","냉장명태","홋카이도","2015-12-22","7,020","불검출","불검출","적합"
"65","냉장명태","홋카이도","2015-12-22","3,990","불검출","불검출","적합"
"66","활가리비","홋카이도","2015-12-22","7,840","불검출","불검출","적합"
"67","활가리비","홋카이도","2015-12-22","3,563","불검출","불검출","적합"
"68","활우렁쉥이","홋카이도","2015-12-22","4,735","불검출","불검출","적합"
