"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","105","","110,749","","",""
"1","카레","니가타현","2015-02-20","4,320","불검출","불검출","적합"
"2","카레","니가타현","2015-02-20","4,320","불검출","불검출","적합"
"3","소스류","훗카이도","2015-03-02","1,008","불검출","불검출","적합"
"4","백설탕","오사카부","2014-01-31","300","불검출","불검출","적합"
"5","백설탕","효고현","2014-11-27","160","불검출","불검출","적합"
"6","국수","훗카이도","2014-12-24","3.8","불검출","불검출","적합"
"7","효모추출물제품","오이타현","2013-07-23","200","불검출","불검출","적합"
"8","액상커피","효고현","2015-02-21","1,500","불검출","불검출","적합"
"9","액상커피","효고현","2015-02-16","3,330","불검출","불검출","적합"
"10","액상커피","시가현","2015-03-02","11,160","불검출","불검출","적합"
"11","액상커피","시가현","2015-02-21","1,116","불검출","불검출","적합"
