"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"132","과자(스낵과자)","효고현","2015-08-05","1,000","불검출","불검출","적합"
"133","볶은커피","지바현","2015-07-15","160","불검출","불검출","적합"
"134","볶은커피","지바현","2015-07-16","104","불검출","불검출","적합"
"135","볶은커피","지바현","2015-07-16","208","불검출","불검출","적합"
"136","볶은커피","지바현","2015-07-17","400","불검출","불검출","적합"
"137","볶은커피","지바현","2015-07-09","94","불검출","불검출","적합"
"138","볶은커피","아이치현","2015-07-16","80","불검출","불검출","적합"
"139","개별인정형건강기능식품","에히메현","2015-07-21","120","불검출","불검출","적합"
"140","소스류","에히메현","2015-05-19","378","불검출","불검출","적합"
"141","소주","와카야마현","2015-07-22","115.2","불검출","불검출","적합"
"142","발효식초","도치기현","2015-06-16","300","불검출","불검출","적합"
"143","소스류","지바현","2015-07-06","300","불검출","불검출","적합"
