"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 117건","","","","896,464","","",""
"1","혼합제제","히로시마현","2019-07-22","60","불검출","불검출","적합"
"2","볶은커피","사이타마현","2019-05-27","90","불검출","불검출","적합"
"3","볶은커피","사이타마현","2019-05-27","60","불검출","불검출","적합"
"4","액상차","와카야마현","2019-07-14","367","불검출","불검출","적합"
"5","볶은커피","아이치현","2019-07-08","24","불검출","불검출","적합"
"6","혼합제제","오사카부","2019-08-01","200","불검출","불검출","적합"
"7","혼합제제","오카야마현","2019-07-29","30","불검출","불검출","적합"
"8","호박산","효고현","2019-06-12","9,000","불검출","불검출","적합"
"9","호박산이나트륨","효고현","2019-06-17","6,300","불검출","불검출","적합"
"10","캔디류","아이치현","2019-05-30","648","불검출","불검출","적합"
"11","탄산음료","오사카부","2019-06-03","1,200","불검출","불검출","적합"
"12","캔디류","미에현","2019-05-03","127","불검출","불검출","적합"
"13","캔디류","미에현","2019-05-03","127","불검출","불검출","적합"
"14","캔디류","미에현","2019-04-03","127","불검출","불검출","적합"
"15","소스","히로시마현","2019-06-04","270","불검출","불검출","적합"
