"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 111건","","","","234,154","","",""
"1","유탕면","도치기현","2019-06-05","115","불검출","불검출","적합"
"2","글루콘산칼슘","도쿠시마현","2019-05-24","500","불검출","불검출","적합"
"3","소주","교토부","2019-01-25","6,221","불검출","불검출","적합"
"4","빵류","돗토리현","2019-05-07","245","불검출","불검출","적합"
"5","액상차","시가현","2019-06-01","1,800","불검출","불검출","적합"
"6","액상차","시가현","2019-06-01","7,800","불검출","불검출","적합"
"7","볶은커피","미에현","2019-04-01","38","불검출","불검출","적합"
"8","청주","나라현","2019-05-15","864","불검출","불검출","적합"
"9","청주","야마구치현","2019-06-03","173","불검출","불검출","적합"
"10","청주","야마구치현","2019-06-05","864","불검출","불검출","적합"
"11","혼합제제","시가현","2019-06-25","200","불검출","불검출","적합"
"12","혼합제제","와카야마현","2019-06-17","105","불검출","불검출","적합"
"13","혼합제제","시가현","2019-07-03","200","불검출","불검출","적합"
"14","커피/건조","브라질","","2,700","불검출","불검출","적합"
"15","커피/건조","콜롬비아","","700","불검출","불검출","적합"
