"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 100건","","","","97,780","","",""
"1","탄산음료","기후현","2019-04-06","120","불검출","불검출","적합"
"2","복합조미식품","효고현","2019-05-28","750","불검출","불검출","적합"
"3","소스","지바현","2019-06-08","2,206","불검출","불검출","적합"
"4","소스","사이타마현","2019-05-21","36","불검출","불검출","적합"
"5","소스","지바현","2019-04-23","360","불검출","불검출","적합"
"6","즉석섭취식품","니가타현","2018-07-31","90","불검출","불검출","적합"
"7","소스","지바현","2019-05-16","562","불검출","불검출","적합"
"8","키토산/키토
올리고당제품","교토부","2019-06-18","15","불검출","불검출","적합"
"9","밀가루","후쿠오카현","2019-06-21","1,000","불검출","불검출","적합"
"10","밀가루","후쿠오카현","2019-06-22","3,000","불검출","불검출","적합"
"11","혼합제제","시가현","2019-06-28","25","불검출","불검출","적합"
"12","기타가공품","아오모리현","2019-02-07","1,001","불검출","불검출","적합"
"13","고추냉이/신선,냉장","나가사키현","2019-07-05","42","불검출","불검출","적합"
"14","혼합제제","오카야마현","2019-07-04","45","불검출","불검출","적합"
