"수입
검사결과
제조일자","","","","","","",""
"순번
품목명
중량
제조·생산지
세슘
요오드
판정
(유통기한)
(기준:100Bq/kg)
(기준:300Bq/kg)
(kg)","","","","","","",""
"83","기타가공품","가나가와현","2017-05-26","22","불검출","불검출","적합"
"84","혼합장","교토부","2017-05-31","168","불검출","불검출","적합"
"85","양조간장","기후현","2017-05-30","54","불검출","불검출","적합"
"86","향신료조제품","오사카부","2017-04-27","4","불검출","불검출","적합"
"87","빵류(케이크)","훗카이도","2017-05-13","950","불검출","불검출","적합"
"88","소주","오키나와현","2017-05-03","140","불검출","불검출","적합"
"89","청주","아키타현","2017-03-11","200","불검출","불검출","적합"
"90","리큐르","아키타현","2017-01-12","57","불검출","불검출","적합"
"91","청주","도치기현","2016-12-05","43","불검출","불검출","적합"
"92","청주","후쿠오카현","2017-06-07","65","불검출","불검출","적합"
"93","청주","야마구치현","2017-06-08","324","불검출","불검출","적합"
"94","된장","교토부","2017-05-22","20","불검출","불검출","적합"
"95","유탕면류","아이치현","2017-06-01","103","불검출","불검출","적합"
"96","혼합제제","효고현","2017-06-26","5,000","불검출","불검출","적합"
