"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 86건","","","","425,194","","",""
"1","캔디류(젤리)","군마현","2017-05-31","3,120","불검출","불검출","적합"
"2","캔디류(젤리)","군마현","2017-06-02","5,616","불검출","불검출","적합"
"3","캔디류(젤리)","군마현","2017-05-23","2,496","불검출","불검출","적합"
"4","유탕면류","후쿠오카현","2017-04-26","46","불검출","불검출","적합"
"5","캔디류(사탕)","미에현","2017-04-02","127","불검출","불검출","적합"
"6","캔디류(사탕)","미에현","2017-04-02","127","불검출","불검출","적합"
"7","캔디류(사탕)","미에현","2017-04-02","127","불검출","불검출","적합"
"8","볶은커피","미에현","2017-05-09","42","불검출","불검출","적합"
"9","기타가공품(참깨분)","미에현","2017-05-22","144","불검출","불검출","적합"
"10","된장","니가타현","2017-05-29","40","불검출","불검출","적합"
"11","곡류가공품","아이치현","2017-05-26","13","불검출","불검출","적합"
"12","카레분","사이타마현","2017-03-29","160","불검출","불검출","적합"
"13","카레","나가노현","2017-05-17","2,000","불검출","불검출","적합"
