"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 153건","","","","1,379,167","","",""
"1","DL-알라닌","이바라키현","2017-04-12","5,000","불검출","불검출","적합"
"2","과자(스낵과자)","야마가타현","2017-05-22","185","불검출","불검출","적합"
"3","과자(스낵과자)","나가노현","2017-05-26","220","불검출","불검출","적합"
"4","캔디류(사탕)","아이치현","2017-05-17","94","불검출","불검출","적합"
"5","조미된장","나가노현","2017-06-28","15,000","불검출","불검출","적합"
"6","과자(비스킷)","아이치현","2017-06-16","240","불검출","불검출","적합"
"7","고구마전분","가고시마현","2016-11-28","18,500","불검출","불검출","적합"
"8","과자(스낵과자)","아이치현","2017-06-29","1,193","불검출","불검출","적합"
"9","캔디류(젤리)","아이치현","2017-07-03","136","불검출","불검출","적합"
"10","과자(스낵과자)","미에현","2017-06-23","6,345","불검출","불검출","적합"
"11","소스류","사가현","2017-06-19","840","불검출","불검출","적합"
"12","소스류","후쿠오카현","2017-06-26","1,100","불검출","불검출","적합"
"13","소스류","에히메현","2017-06-21","5,512","불검출","불검출","적합"
