"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 250건","","","","1,349,575","","",""
"1","즉석섭취식품","도쿄도","2019-05-17","125","불검출","불검출","적합"
"2","즉석섭취식품","나가노현","2019-05-09","132","불검출","불검출","적합"
"3","혼합제제","사이타마현","2019-05-22","72","불검출","불검출","적합"
"4","소스","시즈오카현","2019-04-24","60","불검출","불검출","적합"
"5","소스","오카야마현","2019-04-01","282","불검출","불검출","적합"
"6","탄산음료","사가현","2019-04-09","594","불검출","불검출","적합"
"7","청주","효고현","2019-04-17","2,160","불검출","불검출","적합"
"8","청주","이와테현","2019-05-08","26","불검출","불검출","적합"
"9","과자","야마가타현","2019-04-26","396","불검출","불검출","적합"
"10","효모식품","이와테현","2018-11-14","10","불검출","불검출","적합"
"11","기타 수산물가공품","효고현","2018-11-09","130","불검출","불검출","적합"
"12","합성향료","가나가와현","2018-09-25","6","불검출","불검출","적합"
"13","청주","니가타현","2019-05-10","86","불검출","불검출","적합"
"14","소주","오이타현","2019-04-23","251","불검출","불검출","적합"
"15","과자","훗카이도","2019-02-13","27","불검출","불검출","적합"
