"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 131건","","","","502,218","","",""
"1","과자","니가타현","2019-05-18","55","불검출","불검출","적합"
"2","과자","니가타현","2019-05-10","1,233","불검출","불검출","적합"
"3","볶은커피","시즈오카현","2019-04-09","540","불검출","불검출","적합"
"4","고형차","교토부","2019-04-01","2","불검출","불검출","적합"
"5","고형차","교토부","2019-04-01","2","불검출","불검출","적합"
"6","혼합제제","미에현","2019-05-07","144","불검출","불검출","적합"
"7","혼합제제","효고현","2019-05-24","34","불검출","불검출","적합"
"8","혼합제제","효고현","2019-05-27","17","불검출","불검출","적합"
"9","혼합제제","효고현","2019-05-27","102","불검출","불검출","적합"
"10","혼합제제","효고현","2019-05-23","34","불검출","불검출","적합"
"11","복합조미식품","에히메현","2019-05-17","600","불검출","불검출","적합"
"12","곡류가공품","에히메현","2019-05-21","4,000","불검출","불검출","적합"
"13","소스","에히메현","2019-05-22","504","불검출","불검출","적합"
"14","소스","에히메현","2019-05-22","3,000","불검출","불검출","적합"
"15","소스","지바현","2019-05-10","3,300","불검출","불검출","적합"
