"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 224건","","","","1,115,405","","",""
"1","과자","이바라키현","2019-05-24","6,930","불검출","불검출","적합"
"2","소스","나가노현","2019-05-09","936","불검출","불검출","적합"
"3","자당지방산에스테르","시가현","2019-04-22","2,000","불검출","불검출","적합"
"4","자당지방산에스테르","시가현","2019-05-21","500","불검출","불검출","적합"
"5","자당지방산에스테르","시가현","2019-05-15","300","불검출","불검출","적합"
"6","향신료조제품","기후현","2019-05-25","1,044","불검출","불검출","적합"
"7","혼합제제","오사카부","2019-04-03","2,150","불검출","불검출","적합"
"8","자당지방산에스테르","시가현","2019-03-22","300","불검출","불검출","적합"
"9","자당지방산에스테르","시가현","2019-04-16","980","불검출","불검출","적합"
"10","트랜스글루코시다아제","시가현","2019-03-11","784","불검출","불검출","적합"
"11","혼합제제","사이타마현","2019-05-13","1,200","불검출","불검출","적합"
"12","향신료조제품","기후현","2019-05-22","900","불검출","불검출","적합"
"13","건어포","교토부","2019-05-15","500","불검출","불검출","적합"
"14","건어포","교토부","2019-05-15","300","불검출","불검출","적합"
"15","건어포","교토부","2019-05-15","660","불검출","불검출","적합"
