"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"42","당류가공품","지바현","2014-11-04","126","불검출","불검출","적합"
"43","당류가공품","지바현","2014-12-03","124","불검출","불검출","적합"
"44","당류가공품","지바현","2014-11-18","126","불검출","불검출","적합"
"45","건어포류","교토부","2014-12-16","200","불검출","불검출","적합"
"46","건어포류","교토부","2014-12-16","200","불검출","불검출","적합"
"47","당류가공품","지바현","2014-11-13","122","불검출","불검출","적합"
"48","즉석조리식품","아이치현","2014-12-11","129","불검출","불검출","적합"
"49","장류절임","훗카이도","2013-10-01","216","불검출","불검출","적합"
"50","카레","니가타현","2014-11-19","800","불검출","불검출","적합"
"51","카레분","사이타마현","2014-11-14","800","불검출","불검출","적합"
"52","카레","나가노현","2014-11-14","2,200","불검출","불검출","적합"
"53","카레","나가노현","2014-11-12","1,000","불검출","불검출","적합"
"54","카레","니가타현","2014-11-28","800","불검출","불검출","적합"
"55","카레","나가노현","2014-12-01","1,500","불검출","불검출","적합"
