"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"42","조미건어포류","아오모리현","2014-12-05","12","불검출","불검출","적합"
"43","액상차","후쿠이현","2014-10-20","276","불검출","불검출","적합"
"44","혼합제제","사이타마현","2014-12-04","108","불검출","불검출","적합"
"45","캔디류(사탕)","아이치현","2014-12-08","600","불검출","불검출","적합"
"46","과자(스낵과자)","나가노현","2014-12-03","2,016","불검출","불검출","적합"
"47","캔디류(사탕)","아이치현","2014-12-09","300","불검출","불검출","적합"
"48","즉석조리식품","미에현","2014-09-18","81","불검출","불검출","적합"
"49","캔디류(사탕)","아이치현","2014-12-09","165","불검출","불검출","적합"
"50","과자(스낵과자)","아이치현","2014-12-10","414","불검출","불검출","적합"
"51","땅콩또는견과류가
공품","후쿠오카현","2014-10-27","16","불검출","불검출","적합"
"52","캔디류(양갱)","아이치현","2014-12-03","648","불검출","불검출","적합"
"53","땅콩또는견과류가
공품","후쿠오카현","2014-10-29","12","불검출","불검출","적합"
"54","소스류","에히메현","2014-08-14","384","불검출","불검출","적합"
"55","과자(비스킷)","이바라키현","2014-12-03","79","불검출","불검출","적합"
"56","과자(비스킷)","이바라키현","2014-11-28","144","불검출","불검출","적합"
"57","과자(비스킷)","이바라키현","2014-12-04","144","불검출","불검출","적합"
"58","캔디류(젤리)","아이치현","2014-11-28","271","불검출","불검출","적합"
"59","즉석조리식품","효고현","2014-11-15","73","불검출","불검출","적합"
"60","L-아르기닌","사가현","2014-06-17","1,500","불검출","불검출","적합"
"61","혼합제제","오사카부","2014-11-07","51","불검출","불검출","적합"
"62","혼합제제","오사카부","2014-11-07","200","불검출","불검출","적합"
"63","준초콜릿","효고현","2014-10-29","431","불검출","불검출","적합"
"64","준초콜릿","효고현","2014-10-29","276","불검출","불검출","적합"
"65","탄산수소나트륨","야마구치현","2014-11-26","52,500","불검출","불검출","적합"
"66","과자(스낵과자)","이바라키현","2014-12-15","2,471","불검출","불검출","적합"
"67","과자(스낵과자)","이바라키현","2014-12-17","1,260","불검출","불검출","적합"
"68","초콜릿가공품","이바라키현","2014-12-14","1,691","불검출","불검출","적합"
