"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 115건","","","","226,096","","",""
"1","과자","사이타마현","2018-10-14","1,449","불검출","불검출","적합"
"2","일반증류주","교토부","2018-12-12","810","불검출","불검출","적합"
"3","소주","오이타현","2018-12-03","86","불검출","불검출","적합"
"4","청주","교토부","2018-12-26","40","불검출","불검출","적합"
"5","청주","효고현","2018-12-12","77","불검출","불검출","적합"
"6","청주","교토부","2018-11-15","1,080","불검출","불검출","적합"
"7","캔디류","아이치현","2019-01-29","2,390","불검출","불검출","적합"
"8","리큐르","미에현","2018-12-18","504","불검출","불검출","적합"
"9","소주","미야자키현","2018-12-04","162","불검출","불검출","적합"
"10","청주","교토부","2018-12-05","1,296","불검출","불검출","적합"
"11","과자","니가타현","2018-12-14","108","불검출","불검출","적합"
"12","조림류","사이타마현","2019-01-24","173","불검출","불검출","적합"
"13","호박산","효고현","2018-11-16","12,000","불검출","불검출","적합"
"14","기타 어육가공품","훗카이도","2019-02-04","61","불검출","불검출","적합"
