"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"21","냉장명태","홋카이도","2019-03-19","2,600","불검출","불검출","적합"
"22","활돔(돌돔)","고치현","2019-03-19","1,344","불검출","불검출","적합"
"23","냉장명태","홋카이도","2019-03-19","3,796","불검출","불검출","적합"
"24","냉장명태","홋카이도","2019-03-19","3,770","불검출","불검출","적합"
"25","활돔(돌돔)","효고현","2019-03-19","106","불검출","불검출","적합"
"26","냉장준치","효고현","2019-03-19","384","불검출","불검출","적합"
"27","냉장명태","홋카이도","2019-03-19","377","불검출","불검출","적합"
"28","활돔(참돔)","에히메현","2019-03-19","6,065","불검출","불검출","적합"
"29","활돔(돌돔)","가나가와현","2019-03-19","1,024","불검출","불검출","적합"
"30","냉장명태","홋카이도","2019-03-19","2,600","불검출","불검출","적합"
"31","냉장갈치","후쿠오카현","2019-03-19","345","불검출","불검출","적합"
"합계","","-","-","79,286","-","-","-"
