"","","제조·생산지","제조일자","중량(kg)","검사결과","",""
"순 번","품목명","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","104건","","396,911","","",""
"1","카레","아이치현","2014-05-21","1,500","불검출","불검출","적합"
"2","갈락토올리고당","훗카이도","2014-01-29","1,000","불검출","불검출","적합"
"3","혼합제제","효고현","2014-06-30","34","불검출","불검출","적합"
"4","맥주","오이타현","2014-05-21","14,280","불검출","불검출","적합"
"5","캔디류(사탕)","미에현","2014-05-29","192","불검출","불검출","적합"
"6","캔디류(사탕)","미에현","2014-06-24","192","불검출","불검출","적합"
"7","자당지방산에스테르","미에현","2014-05-08","3,600","불검출","불검출","적합"
"8","자당지방산에스테르","오사카부","2014-03-14","600","불검출","불검출","적합"
"9","어묵","시마네현","2014-06-12","1,922.8","불검출","불검출","적합"
"10","어묵","시마네현","2014-06-10","1,650","불검출","불검출","적합"
"11","어묵","시마네현","2014-06-08","1,320","불검출","불검출","적합"
"12","어묵","시마네현","2014-06-18","1,008","불검출","불검출","적합"
"13","과자(비스킷)","아이치현","2014-06-17","29.4","불검출","불검출","적합"
"14","어묵","시마네현","2014-06-13","180","불검출","불검출","적합"
"15","어묵","시마네현","2014-06-13","300","불검출","불검출","적합"
"16","어묵","시마네현","2014-05-30","1,058.4","불검출","불검출","적합"
"17","어묵","시마네현","2014-07-04","349.2","불검출","불검출","적합"
"18","어묵","시마네현","2014-06-15","250","불검출","불검출","적합"
