"","","제조·생산지","제조일자","중량(kg)","검사결과","",""
"순 번","품목명","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","126건","","246,519","","",""
"1","빵류(그외 빵류)","오사카부","2014-02-21","112","불검출","불검출","적합"
"2","즉석조리식품","나가노현","2014-06-05","95.94","불검출","불검출","적합"
"3","즉석조리식품","나가노현","2014-06-05","282.24","불검출","불검출","적합"
"4","즉석조리식품","나가노현","2014-06-05","112.32","불검출","불검출","적합"
"5","스피루리나 제품","기후현","2014-05-05","1,366.2","불검출","불검출","적합"
"6","기타가공품","지바현","2014-06-16","138","불검출","불검출","적합"
"7","국수","아키타현","2014-07-12","360","불검출","불검출","적합"
"8","건어포류","에히메현","2014-07-02","400","불검출","불검출","적합"
"9","건어포류","에히메현","2014-07-03","270","불검출","불검출","적합"
"10","토마토케첩","도치기현","2014-07-02","432","불검출","불검출","적합"
"11","합성착향료","가나가와현","2014-07-08","21","불검출","불검출","적합"
"12","합성착향료","가나가와현","2014-07-08","16","불검출","불검출","적합"
"13","소스류","지바현","2014-06-03","254","불검출","불검출","적합"
"14","양조간장","지바현","2014-02-27","162","불검출","불검출","적합"
"15","합성착향료","가나가와현","2014-07-08","11","불검출","불검출","적합"
"16","기타가공품","사이타마현","2014-06-11","10","불검출","불검출","적합"
