"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"69","혼합제제","효고현","2014-07-14","17","불검출","불검출","적합"
"70","과자(스낵과자)","이바라키현","2014-07-09","1,548","불검출","불검출","적합"
"71","혼합제제","오카야마현","2014-07-09","30","불검출","불검출","적합"
"72","기타주류","가고시마현","2014-07-22","15,104","불검출","불검출","적합"
"73","혼합제제","오카야마현","2014-07-07","30","불검출","불검출","적합"
"74","커피/건조","과테말라","2014-05-20","690","불검출","불검출","적합"
"75","혼합제제","효고현","2014-07-18","68","불검출","불검출","적합"
"76","과자(스낵과자)","미에현","2014-07-05","6,000","불검출","불검출","적합"
"77","과자(스낵과자)","미에현","2014-06-16","4,156.5","불검출","불검출","적합"
"78","과자(스낵과자)","미에현","2014-06-17","720","불검출","불검출","적합"
"79","식염절임","와카야마현","2014-06-02","28","불검출","불검출","적합"
"80","혼합제제","오사카부","2014-07-10","300","불검출","불검출","적합"
"81","혼합제제","효고현","2014-07-15","3,000","불검출","불검출","적합"
"82","맥주","후쿠오카현","2014-06-28","52,380","불검출","불검출","적합"
"83","소스류","오이타현","2014-01-05","7.84","불검출","불검출","적합"
"84","식염절임","와카야마현","2014-05-02","5.89","불검출","불검출","적합"
"85","과자(스낵과자)","아이치현","2014-07-17","1,242","불검출","불검출","적합"
"86","맥주","후쿠오카현","2014-06-01","48,500","불검출","불검출","적합"
"87","장류절임","도치기현","2014-06-27","320","불검출","불검출","적합"
"88","인스턴트커피","미에현","2014-05-29","240","불검출","불검출","적합"
"89","복합조미식품","효고현","2014-06-05","480","불검출","불검출","적합"
"90","혼합제제","사이타마현","2014-05-20","384","불검출","불검출","적합"
"91","혼합제제","나가노현","2014-07-07","175","불검출","불검출","적합"
"92","혼합제제","사이타마현","2014-07-04","32","불검출","불검출","적합"
"93","탄산수소암모늄","도야마현","2014-06-16","36,000","불검출","불검출","적합"
"94","소스류","도치기현","2014-06-30","7,091.5","불검출","불검출","적합"
"95","음료베이스","아이치현","2014-05-28","135","불검출","불검출","적합"
"96","복합조미식품","가고시마현","2014-06-25","45","불검출","불검출","적합"
"97","소스류","지바현","2014-07-08","5,520","불검출","불검출","적합"
"98","소스류","에히메현","2014-07-16","2,980","불검출","불검출","적합"
"99","복합조미식품","에히메현","2014-07-19","490","불검출","불검출","적합"
"100","파라옥시안식향
산에틸","미에현","2013-07-14","2,000","불검출","불검출","적합"
