"","","제조·생산지","제조일자","중량(kg)","검사결과","",""
"순 번","품목명","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","77건","","134,916","","",""
"1","캔디류(사탕)","도쿄도","2014-03-25","127.8","불검출","불검출","적합"
"2","캔디류(사탕)","도쿄도","2014-02-27","151.8","불검출","불검출","적합"
"3","캔디류(사탕)","도쿄도","2014-03-26","151.8","불검출","불검출","적합"
"4","캔디류(사탕)","도쿄도","2014-04-03","132","불검출","불검출","적합"
"5","캔디류(사탕)","도쿄도","2014-02-19","19.8","불검출","불검출","적합"
"6","캔디류(사탕)","도쿄도","2014-03-18","19.8","불검출","불검출","적합"
"7","혼합제제","시가현","2014-05-12","20","불검출","불검출","적합"
"8","혼합제제","효고현","2014-05-07","180","불검출","불검출","적합"
"9","혼합제제","효고현","2014-05-08","15","불검출","불검출","적합"
"10","혼합제제","효고현","2014-05-07","60","불검출","불검출","적합"
"11","혼합제제","효고현","2014-05-07","60","불검출","불검출","적합"
"12","액상커피","시가현","2014-03-18","10,800","불검출","불검출","적합"
"13","국수","도야마현","2014-04-28","300","불검출","불검출","적합"
"14","혼합제제","가나가와현","2014-05-09","25","불검출","불검출","적합"
"15","빵류(그외 빵류)","가가와현","2014-03-24","48","불검출","불검출","적합"
"16","캔디류(사탕)","아이치현","2014-05-16","960","불검출","불검출","적합"
"17","과자(스낵과자)","아이치현","2014-05-13","3,276","불검출","불검출","적합"
"18","과자(스낵과자)","아이치현","2014-05-13","300","불검출","불검출","적합"
