"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","10건","-","-","57,238","-","-","-"
"1","활돔(참돔)","에히메현","2014-5-29","7,281","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2014-5-29","9,887","불검출","불검출","적합"
"3","활가리비","홋카이도","2014-5-29","7,000","불검출","불검출","적합"
"4","냉동가리비(외투막)","홋카이도","2014-5-29","23,000","불검출","불검출","적합"
"5","냉장돔(황돔)","야마구치현","2014-5-29","215","불검출","불검출","적합"
"6","활낙지","효고현","2014-5-29","140","불검출","불검출","적합"
"7","냉장홍어","홋카이도","2014-5-29","635","불검출","불검출","적합"
"8","냉장명태","홋카이도","2014-5-29","2,140","불검출","불검출","적합"
"9","냉장갑오징어","후쿠오카현","2014-5-29","720","불검출","불검출","적합"
"10","냉장홍어","홋카이도","2014-5-29","6,220","불검출","불검출","적합"
