"","","제조·생산지","제조일자","중량(kg)","검사결과","",""
"순 번","품목명","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","88건","","196,455","","",""
"1","과자(크래커)","오사카부","2014-05-15","150","불검출","불검출","적합"
"2","된장","훗카이도","2014-04-21","360","불검출","불검출","적합"
"3","혼합음료","오사카부","2014-05-15","9,990","불검출","불검출","적합"
"4","볶은커피","시즈오카현","2014-04-21","37.4","불검출","불검출","적합"
"5","볶은커피","시즈오카현","2014-04-01","1,800","불검출","불검출","적합"
"6","볶은커피","시즈오카현","2014-03-17","810","불검출","불검출","적합"
"7","볶은커피","효고현","2014-03-14","50.4","불검출","불검출","적합"
"8","볶은커피","사이타마현","2014-03-25","18","불검출","불검출","적합"
"9","인스턴트커피","오사카부","2014-02-19","38.4","불검출","불검출","적합"
"10","청주","니가타현","2014-04-28","108","불검출","불검출","적합"
"11","기타가공품","아키타현","2013-04-15","40.8","불검출","불검출","적합"
"12","과자(스낵과자)","고치현","2014-04-19","75.6","불검출","불검출","적합"
"13","맥주","이바라키현","2014-05-01","3,880.8","불검출","불검출","적합"
"14","과자(스낵과자)","훗카이도","2014-04-02","100","불검출","불검출","적합"
"15","맥주","이바라키현","2014-04-28","554.4","불검출","불검출","적합"
"16","캔디류(양갱)","도쿄도","2014-04-25","264","불검출","불검출","적합"
"17","캔디류(사탕)","아이치현","2014-05-07","1,386","불검출","불검출","적합"
"18","드레싱","시즈오카현","2014-05-10","108","불검출","불검출","적합"
