"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","102","","510,938","","",""
"1","말토트리오히드로라제","시가현","2016-04-25","236","불검출","불검출","적합"
"2","양조간장","지바현","2016-05-06","8,010","불검출","불검출","적합"
"3","소스류","가나가와현","2016-05-12","1,182","불검출","불검출","적합"
"4","청주","효고현","2016-01-27","648","불검출","불검출","적합"
"5","청주","효고현","2015-07-30","180","불검출","불검출","적합"
"6","기타전분","나라현","2015-11-16","525","불검출","불검출","적합"
"7","호박산이나트륨","효고현","2016-01-25","14,400","불검출","불검출","적합"
"8","과자(스낵과자)","미에현","2016-04-21","1,754","불검출","불검출","적합"
"9","소스류","지바현","2016-04-14","1,905","불검출","불검출","적합"
"10","볶은커피","효고현","2016-05-17","320","불검출","불검출","적합"
"11","빵류(그외 빵류)","군마현","2016-04-11","560","불검출","불검출","적합"
"12","과자(스낵과자)","아이치현","2016-05-09","137","불검출","불검출","적합"
"13","빵류(케이크)","나가노현","2016-05-13","306","불검출","불검출","적합"
