"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 165건","","","","232,629","","",""
"1","고형차","시즈오카현","2018-12-11","4","불검출","불검출","적합"
"2","혼합제제","시즈오카현","2019-01-11","500","불검출","불검출","적합"
"3","볶은커피","지바현","2019-01-11","600","불검출","불검출","적합"
"4","볶은커피","지바현","2018-12-21","104","불검출","불검출","적합"
"5","볶은커피","지바현","2018-12-18","104","불검출","불검출","적합"
"6","볶은커피","지바현","2018-12-18","104","불검출","불검출","적합"
"7","볶은커피","가나가와현","2018-11-16","32","불검출","불검출","적합"
"8","볶은커피","지바현","2018-12-19","104","불검출","불검출","적합"
"9","준초콜릿","효고현","2018-12-04","1,104","불검출","불검출","적합"
"10","준초콜릿","효고현","2018-12-21","1,390","불검출","불검출","적합"
"11","볶은커피","지바현","2018-12-17","200","불검출","불검출","적합"
"12","초콜릿가공품","효고현","2018-12-11","1,114","불검출","불검출","적합"
"13","혼합제제","시즈오카현","2019-01-07","500","불검출","불검출","적합"
"14","카레(커리)","시즈오카현","2018-12-06","207","불검출","불검출","적합"
