"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 102건","","","","535,226","","",""
"1","캔디류(캐러멜)","도치기현","2017-10-16","10,819","불검출","불검출","적합"
"2","즉석조리식품","오카야마현","2017-10-23","561","불검출","불검출","적합"
"3","복합조미식품","미에현","2017-10-03","48","불검출","불검출","적합"
"4","복합조미식품","미에현","2017-10-06","60","불검출","불검출","적합"
"5","복합조미식품","미에현","2017-09-27","23","불검출","불검출","적합"
"6","복합조미식품","미에현","2017-09-14","25","불검출","불검출","적합"
"7","복합조미식품","오카야마현","2017-09-08","20","불검출","불검출","적합"
"8","복합조미식품","미에현","2017-09-28","77","불검출","불검출","적합"
"9","즉석조리식품","오카야마현","2017-10-20","491","불검출","불검출","적합"
