"검사결과
수입
제조일자
순번
품목명
제조·생산지
중량
세슘
요오드
(유통기한)
판정
(kg)
(기준:100Bq/kg)
(기준:300Bq/kg)","","","","","","",""
"85","빵류(그외 빵류)","나가노현","2017-11-08","171","불검출","불검출","적합"
"86","빵류(케이크)","나가노현","2017-11-08","168","불검출","불검출","적합"
"87","빵류(케이크)","나가노현","2017-11-08","90","불검출","불검출","적합"
"88","과자(스낵과자)","야마가타현","2017-11-01","4,343","불검출","불검출","적합"
"89","합성착향료","가나가와현","2017-11-06","11","불검출","불검출","적합"
"90","빵류(케이크)","나가노현","2017-11-08","165","불검출","불검출","적합"
"91","어묵","미야자키현","2017-11-06","1,344","불검출","불검출","적합"
"92","국수","히로시마현","2017-04-30","4,320","불검출","불검출","적합"
"93","국수","히로시마현","2017-04-30","1,440","불검출","불검출","적합"
"94","국수","구마모토현","2017-10-30","4,518","불검출","불검출","적합"
"95","혼합제제","오이타현","2017-10-12","1,000","불검출","불검출","적합"
"96","카레","니가타현","2017-09-14","720","불검출","불검출","적합"
"97","카레","니가타현","2017-09-28","720","불검출","불검출","적합"
"98","카레","니가타현","2017-08-09","720","불검출","불검출","적합"
"99","복합조미식품","니가타현","2017-10-04","768","불검출","불검출","적합"
"100","양파/신선,냉장","효고현","2017-11-01","123,000","불검출","불검출","적합"
"101","양파/신선,냉장","효고현","2017-11-08","123,000","불검출","불검출","적합"
"102","향신료조제품
(고추냉이가공품)","나가노현","2017-10-04","129","불검출","불검출","적합"
"103","혼합제제","나가노현","2017-11-09","796","불검출","불검출","적합"
"104","카레","나가노현","2017-09-19","1,000","불검출","불검출","적합"
"105","카레","나가노현","2017-09-19","600","불검출","불검출","적합"
"106","혼합제제","오사카부","2017-11-02","60","불검출","불검출","적합"
