"검사결과
수입
제조일자
순번
품목명
제조·생산지
중량
세슘
요오드
(유통기한)
판정
(kg)
(기준:100Bq/kg)
(기준:300Bq/kg)","","","","","","",""
"107","된장","나가노현","2017-10-18","10,000","불검출","불검출","적합"
"108","캔디류(사탕)","미에현","2017-08-23","211","불검출","불검출","적합"
"109","캔디류(젤리)","미에현","2017-08-24","216","불검출","불검출","적합"
"110","초콜릿가공품","아이치현","2017-10-02","92","불검출","불검출","적합"
"111","초콜릿가공품","아이치현","2017-10-05","108","불검출","불검출","적합"
"112","카레","니가타현","2017-10-05","660","불검출","불검출","적합"
"113","혼합제제","사이타마현","2017-10-31","306","불검출","불검출","적합"
"114","혼합제제","사이타마현","2017-11-06","306","불검출","불검출","적합"
"115","추출식품","에히메현","2017-11-10","1,000","불검출","불검출","적합"
"116","전분가공품","효고현","2017-11-07","4,000","불검출","불검출","적합"
"117","혼합제제","나가노현","2017-10-05","198","불검출","불검출","적합"
"118","혼합제제","시가현","2017-11-07","150","불검출","불검출","적합"
"119","과.채가공품","나가노현","2017-01-23","500","불검출","불검출","적합"
"120","혼합제제","가나가와현","2017-11-06","100","불검출","불검출","적합"
"121","밀가루","훗카이도","2017-10-24","5,000","불검출","불검출","적합"
"122","향신료조제품
(고추냉이가공품)","사이타마현","2017-09-29","210","불검출","불검출","적합"
"123","초콜릿가공품","후쿠오카현","2017-11-06","2,905","불검출","불검출","적합"
"124","혼합제제","효고현","2017-11-06","2,000","불검출","불검출","적합"
"125","혼합제제","효고현","2017-11-06","4,000","불검출","불검출","적합"
