"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 136건","","","","1,367,880","","",""
"1","기타잼류","도치기현","2017-06-08","40","불검출","불검출","적합"
"2","비타민/감마리놀
렌산함유유지","야마나시현","2017-10-24","216","불검출","불검출","적합"
"3","탄산음료","오사카부","2017-09-07","900","불검출","불검출","적합"
"4","캔디류(사탕)","아이치현","2017-09-05","288","불검출","불검출","적합"
"5","떡류","도치기현","2017-10-02","1,500","불검출","불검출","적합"
"6","과자(한과류)","도쿠시마현","2017-10-19","540","불검출","불검출","적합"
"7","볶은커피","사이타마현","2017-09-21","54","불검출","불검출","적합"
"8","볶은커피","사이타마현","2017-09-21","54","불검출","불검출","적합"
"9","볶은커피","시즈오카현","2017-10-16","1,064","불검출","불검출","적합"
