"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 121건","","","","392,160","","",""
"1","소스","야마구치현","2018-03-22","200","불검출","불검출","적합"
"2","소스","야마구치현","2018-06-15","200","불검출","불검출","적합"
"3","기타 주류","야마구치현","2018-05-25","333","불검출","불검출","적합"
"4","기타 주류","야마구치현","2018-06-07","260","불검출","불검출","적합"
"5","발효식초","나라현","2018-05-23","122","불검출","불검출","적합"
"6","절임식품","도치기현","2018-06-21","45","불검출","불검출","적합"
"7","절임식품","도치기현","2018-06-21","30","불검출","불검출","적합"
"8","절임식품","도치기현","2018-06-21","42","불검출","불검출","적합"
"9","절임식품","도치기현","2018-06-21","96","불검출","불검출","적합"
"10","혼합제제","오카야마현","2018-06-25","15","불검출","불검출","적합"
"11","캔디류","미에현","2018-04-02","127","불검출","불검출","적합"
"12","캔디류","미에현","2018-04-02","127","불검출","불검출","적합"
"13","캔디류","미에현","2018-04-02","127","불검출","불검출","적합"
"14","혼합장","아이치현","2018-06-08","7,000","불검출","불검출","적합"
"15","혼합장","아이치현","2018-06-11","5,000","불검출","불검출","적합"
