"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 149건","","","","1,104,049","","",""
"1","청주","효고현","2018-06-11","216","불검출","불검출","적합"
"2","청주","교토부","2018-06-14","720","불검출","불검출","적합"
"3","청주","교토부","2018-06-05","806","불검출","불검출","적합"
"4","맥주","아이치현","2018-06-08","174,480","불검출","불검출","적합"
"5","혼합제제","시가현","2018-05-29","1,602","불검출","불검출","적합"
"6","과·채가공품","오카야마현","2018-04-25","9,600","불검출","불검출","적합"
"7","탄산마그네슘","가가와현","2018-03-19","40","불검출","불검출","적합"
"8","카페인","지바현","2018-04-02","100","불검출","불검출","적합"
"9","고형차","미에현","2018-06-12","54","불검출","불검출","적합"
"10","소스","도치기현","2018-05-10","2,317","불검출","불검출","적합"
"11","혼합제제","효고현","2018-06-22","15,000","불검출","불검출","적합"
"12","캔디류","미에현","2018-05-23","422","불검출","불검출","적합"
"13","캔디류","미에현","2018-06-07","422","불검출","불검출","적합"
"14","탄산음료","오사카부","2018-06-02","600","불검출","불검출","적합"
"15","캔디류","아이치현","2018-06-20","84","불검출","불검출","적합"
